ROUND_SHOT_ID,ROUND_HOLE_ID,HOLE_NO,PLAYED_DT_TIME,COURSE_NAME,SHORT_DESCR,FAIRWAY_FLAG,FAIRWAY_RIGHT_FLAG,FAIRWAY_LEFT_FLAG,START_TO_CG_DIST,END_TO_CG_DIST,START_TERRAIN,END_TERRAIN,SHOT_DIST,IGNORE_FLAG,RCVR_REQUIRED_FLAG,FP_OR_MISSED_FLAG,LEFT_FLAG,RIGHT_FLAG,CENTER_LINE_DIST
55616923,12123762,10,2/8/2018 10:47:38  PM ,Torrey Pines GC - North,Dr,T,F,F,486.3559875,253.9309998,tee,fairway,233.0639954,F,,F,F,T,0.873494983
11014487,1874556,17,8/14/2014 11:38:03  PM ,Winged Foot GC - West,Dr,T,F,F,399.2470093,164.2339935,tee,fairway,240.878006,F,,F,T,F,0.00438503
3181564,857516,4,11/8/2015 4:12:01  PM ,Tamarack CC,Dr,F,F,T,402.1470032,178.897995,tee,rough,225.0130005,F,,F,T,F,23.72710037
5854119,5521682,7,4/16/2015 12:00:05  AM ,The Crossings At Carlsbad,Dr,T,F,F,394.4729919,201.4179993,tee,fairway,199.276001,F,,F,F,T,6.659689903
52144108,11334334,1,11/15/2017 5:58:30  PM ,Greenwich CC,Dr,T,F,F,279.1289978,106.9720001,tee,fairway,172.2510071,F,,F,T,F,3.223069906
7850903,5112761,10,2/26/2015 8:12:05  PM ,CC of Orlando,Dr,F,T,F,358.9830017,158.4720001,tee,rough,203.1730042,F,,F,F,T,38.39319992
31877439,6808242,9,4/14/2017 7:01:50  PM ,Tamarack CC - Temp Greens,Dr,F,F,T,340.8500061,75.44599915,tee,rough,267.9649963,F,,F,T,F,15.76850033
38426332,8258814,8,6/21/2017 1:06:50  PM ,Westchester CC - West,3w,F,F,T,338.4949951,261.4240112,tee,rough,77.29129791,F,,F,T,F,2.908659935
6602081,4188361,18,7/29/2015 8:55:04  PM ,Great River GC,Dr,T,F,F,338.8460083,130,tee,fairway,241.0910034,F,,F,T,F,13.00889969
24356888,5688942,4,2/2/2016 2:13:03  PM ,McArthur GC,Dr,T,F,F,348.1889954,117.3809967,tee,fairway,235.1849976,F,,F,T,F,5.80384016
14552047,3681290,13,5/6/2014 8:21:05  PM ,Oak Creek GC,Dr,T,F,F,342.3359985,123.2969971,tee,fairway,219.1560059,F,,F,T,F,1.023309946
21508907,3361587,18,9/28/2014 10:09:04  PM ,Maple Moor GC,Dr,T,F,F,348.1960144,146.4750061,tee,fairway,201.7810059,F,,F,T,F,2.962510109
7625231,2643264,10,6/10/2015 5:59:00  PM ,Village Club of Sands Point,Dr,F,T,F,324.3460083,93.686203,tee,rough,238.4279938,F,,F,F,T,20.34760094
11312845,1806521,14,8/19/2014 7:24:05  PM ,TPC of Boston At Great Woods,Dr,T,F,F,426.0090027,203.7400055,tee,fairway,242.3569946,F,,F,T,F,9.665690422
20609898,130828,16,3/8/2015 5:17:00  PM ,Hyatt Hill Country GC - Lakes/Creeks,3h,T,F,F,264.7839966,127.7949982,tee,fairway,191.4400024,F,,F,F,T,8.806260109
59353014,12941457,17,4/7/2018 4:51:25  PM ,CC of New Canaan,Dr,F,T,F,297.7449951,70.47910309,tee,rough,241.0890045,F,,F,F,T,23.79920006
51198286,11128899,16,10/27/2017 9:17:25  PM ,Brooklawn CC,Dr,F,F,T,260.3909912,81.78610229,tee,rough,212.276001,F,,F,T,F,16.18239975
16090844,5080741,9,2/18/2016 6:54:12  PM ,Seminole GC,Dr,T,F,F,444.4460144,213.4589996,tee,fairway,230.9949951,F,,F,T,F,14.84379959
19622528,679028,1,8/30/2015 5:45:01  PM ,Westchester CC - West,3h,T,F,F,256.9859924,75.96009827,tee,fairway,181.6040039,F,,F,T,F,3.444920063
14705768,6214989,1,7/27/2016 4:17:03  PM ,Old Oaks CC,Dr,F,T,F,381.8739929,142.2079926,tee,rough,239.8179932,F,,F,F,T,21.58410072
45085902,9729326,7,8/18/2017 3:16:07  PM ,The Apawamis Club,3w,F,T,F,346.6799927,155.8419952,tee,rough,206.5579987,F,,F,F,T,11.56900024
23182005,2242422,5,1/25/2016 3:15:05  PM ,Grand Cypress Resort - The New,Dr,F,F,T,332.2009888,99.19390106,tee,rough,233.0980072,F,,F,T,F,24.59160042
14835519,4654398,13,9/27/2014 1:36:05  PM ,Garden City GC,Dr,F,F,T,480.9779968,244.2550049,tee,rough,236.7680054,T,,F,T,F,32.9095993
7854824,2147960,14,7/22/2015 6:47:02  PM ,Fairchild-Wheeler GC - Black,Dr,T,F,F,299.9370117,49.3771019,tee,fairway,251.4060059,F,,F,F,T,4.251580238
7854756,6194974,1,5/29/2015 2:28:01  PM ,Garden City GC,Dr,T,F,F,264.7189941,45.01039886,tee,fairway,222.6679993,F,,F,F,T,2.924849987
56141450,12231192,11,2/15/2018 7:04:50  PM ,Tamarack CC - Temp Greens,3w,T,F,F,332.0960083,125.4589996,tee,fairway,206.6600037,F,,F,F,T,8.176130295
21727293,114917,14,1/9/2015 12:28:02  AM ,Bears Best Las Vegas GC,Dr,T,F,F,386.2189941,153.8209991,tee,fairway,232.5249939,F,,F,F,T,8.537420273
65379801,14287154,3,5/22/2018 6:03:00  PM ,Shinnecock Hills GC,Dr,F,T,F,405.3859863,214.1060028,tee,sand,207.2669983,F,,F,F,T,34.53879929
3078654,4157985,16,10/24/2015 6:29:01  PM ,St. Clair CC - Championship,Dr,T,F,F,364.427002,215.697998,tee,fairway,158.9100037,F,,F,T,F,6.605879784
19871703,5843807,6,1/24/2016 6:29:00  AM ,E. Gaynor Brennan Muni GC,Dr,T,F,F,411.8569946,205.7279968,tee,fairway,206.1959991,F,,F,F,T,5.948379993
13579564,4462625,13,3/23/2016 11:55:00  PM ,Bali Hai GC,Dr,T,F,F,419.5669861,139.9120026,tee,fairway,289.6749878,F,,F,T,F,14.31330013
49056488,10636961,18,9/28/2017 5:43:12  PM ,Streamsong Resort - Red,Dr,T,F,F,427.4150085,215.0639954,tee,fairway,220.5910034,F,,F,T,F,8.540229797
23405314,1577135,15,6/30/2016 8:49:04  PM ,The Algonquin GC,Dr,F,T,F,340.0289917,169.7689972,tee,rough,229.875,F,,F,F,T,30.48530006
9314633,5568202,5,5/8/2015 5:44:05  PM ,Sharon Heights Golf and CC,Dr,F,F,T,480.5190125,363.723999,tee,rough,162.4730072,F,T,F,T,F,31.22089958
12261322,933369,13,8/7/2015 4:46:02  PM ,Centennial GC of NY - Lakes/Fairways,Dr,F,F,T,278.8460083,72.27639771,tee,rough,219.1679993,F,,F,T,F,39.90100098
52151918,11335729,18,11/15/2017 7:42:50  PM ,Jupiter Hills Club - Hills,Dr,F,F,T,362.6549988,121.625,tee,rough,250.2769928,F,T,F,T,F,20.61910057
29520579,3677213,11,1/19/2017 4:19:00  PM ,Augusta National GC,Dr,T,F,F,345.3710022,142.2070007,tee,fairway,203.4640045,F,,F,F,T,16.3885994
3075993,5494544,16,11/18/2015 10:04:03  PM ,The Olympic Club - Ocean,Dr,F,T,F,353.1919861,155.9320068,tee,rough,209.6080017,F,,F,F,T,20.74810028
24732306,1315540,16,7/7/2016 7:59:01  PM ,Winged Foot GC - West,Dr,F,T,F,377.6159973,166.7870026,tee,rough,240.7550049,F,,F,F,T,23.11109924
44229355,9558161,5,8/11/2017 8:31:53  PM ,The Stanwich Club,3w,T,F,F,447.2200012,230.1519928,tee,fairway,230.0359955,F,,F,F,T,6.819839954
19730060,5442368,18,10/23/2016 3:13:01  PM ,Tamarack CC,Dr,F,F,T,361.8739929,126.9940033,tee,rough,240.6239929,F,,F,T,F,14.5593996
19840923,4530525,14,8/31/2016 7:01:02  PM ,Sunningdale CC,G,F,F,T,89.03559875,6.096000195,tee,green,89.03559875,F,,F,T,F,0.658545017
14425576,5026627,10,5/6/2016 3:17:05  PM ,Sawgrass CC - East/West,Dr,F,T,F,349.1340027,119.1500015,tee,rough,236.2890015,F,,F,F,T,15.69620037
24508299,6223022,10,10/15/2014 6:11:03  PM ,Old Oaks CC,Dr,F,F,T,332.9429932,135.6000061,tee,rough,228.1809998,F,,F,T,F,36.23300171
14104098,5206432,3,4/28/2016 3:36:02  PM ,The Ridgewood CC - East/West,Dr,F,T,F,484.1809998,287.355011,tee,rough,198.9250031,F,T,F,F,T,37.50690079
44401678,9601405,2,8/12/2017 5:12:54  PM ,Quaker Ridge GC,3w,T,F,F,349.8970032,173.9309998,tee,fairway,181.3390045,F,,F,T,F,3.611099958
56734306,12357603,9,2/28/2018 8:17:48  PM ,Seagate Country Club,3w,F,F,T,338.3370056,141.5090027,rough,rough,197.0939941,F,,F,T,F,27.86300087
9371379,1251429,15,5/1/2015 7:09:03  PM ,Bulls Bridge GC,Dr,T,F,F,396.0639954,171.0980072,tee,fairway,225.298996,F,,F,T,F,8.47356987
28599305,2605469,11,1/27/2017 7:55:00  PM ,Tranquilo Golf Club,Dr,F,T,F,369.2430115,160.8529968,tee,rough,218.9900055,F,,F,F,T,24.27129936
37660550,8099668,6,6/14/2017 9:06:25  PM ,The Apawamis Club,3h,F,T,F,323.4809875,129.3540039,tee,rough,195.2180023,F,,F,F,T,23.46349907
4964996,1969376,13,5/11/2015 10:35:01  PM ,Sterling Farms GC,Dr,F,T,F,406.7999878,206.276001,tee,rough,221.3860016,F,T,F,F,T,33.06079865
51630879,11219443,14,11/4/2017 4:53:36  PM ,Allegheny CC,Dr,T,F,F,378.1730042,171.5319977,tee,fairway,208.8399963,F,,F,F,T,9.883839607
46392392,10039946,1,8/31/2017 5:17:04  PM ,Oronoque CC,Dr,F,T,F,329.8089905,104.9329987,tee,rough,226.8609924,F,,F,F,T,29.65579987
14514892,3080464,1,6/30/2014 10:06:00  PM ,Quicksilver GC,Dr,F,F,T,363.9429932,134.875,tee,rough,244.7830048,F,,F,T,F,13.21809959
55634077,12114129,7,2/8/2018 9:59:22  PM ,Torrey Pines GC - North,Dr,T,F,F,275.6069946,33.50540161,tee,fairway,242.1069946,F,,F,T,F,6.419499874
11013496,1974152,16,8/14/2014 11:19:02  PM ,Winged Foot GC - West,Dr,F,F,T,363.7850037,197.1080017,tee,rough,166.6820068,T,,F,T,F,56.21030045
28993255,2690692,16,6/3/2016 8:04:02  PM ,Tamarack CC,4h,F,T,F,325.3519897,138.201004,tee,rough,187.1710052,F,,F,F,T,21.87400055
6607353,6085883,8,4/16/2015 12:24:03  AM ,The Crossings At Carlsbad,5i,T,F,F,232.2350006,122.2799988,tee,fairway,118.6679993,T,,F,F,T,6.065939903
52110956,11329925,1,11/14/2017 8:52:39  PM ,Greenwich CC,Dr,T,F,F,279.1289978,121.4990005,tee,fairway,157.6390076,F,,F,T,F,5.641679764
7859285,5116098,5,2/26/2015 7:39:04  PM ,CC of Orlando,Dr,F,T,F,431.2860107,248.9880066,tee,rough,200.2590027,F,,F,F,T,20.86520004
29035335,2434785,6,11/19/2016 1:45:00  PM ,Tamarack CC - Temp Greens,Dr,F,T,F,352.7789917,178.9499969,tee,rough,175.2610016,F,,F,F,T,40.90370178
38469894,8261777,4,6/21/2017 12:28:48  PM ,Westchester CC - West,3w,F,T,F,336.321991,133.5039978,tee,rough,202.8200073,F,T,F,F,T,25.44659996
7936713,3791128,15,7/29/2015 8:28:00  PM ,Great River GC,Dr,T,F,F,437.6759949,220.0579987,tee,fairway,223.0850067,F,,F,F,T,5.713560104
23291297,5855188,10,2/2/2016 4:07:04  PM ,McArthur GC,Dr,F,T,F,412.2109985,235.6399994,tee,rough,195.4049988,F,T,F,F,T,23.41900063
14450911,4059869,6,5/6/2014 11:01:00  PM ,Oak Creek GC,Dr,T,F,F,402.7160034,170.9140015,tee,fairway,231.8809967,F,,F,T,F,8.722350121
23940004,1663015,6,9/28/2014 8:06:00  PM ,Maple Moor GC,Dr,F,F,T,430.3340149,219.8130035,tee,rough,214.8789978,F,,F,T,F,17.63069916
7857359,2710567,13,6/10/2015 6:51:04  PM ,Village Club of Sands Point,Dr,T,F,F,357.5409851,124.2570038,tee,fairway,233.3699951,F,,F,F,T,14.2784996
10432051,1503214,4,8/19/2014 4:40:03  PM ,TPC of Boston At Great Woods,Dr,F,T,F,224.6690063,17.10440063,tee,green,208.4170074,F,,F,F,T,6.529759884
5856757,236050,10,3/8/2015 4:18:03  PM ,Hyatt Hill Country GC - Lakes/Creeks,Dr,F,F,T,299.0509949,108.7890015,tee,rough,205.1380005,F,,F,T,F,39.96979904
59367195,12940512,4,4/7/2018 2:36:27  PM ,CC of New Canaan,3h,T,F,F,172.1139984,185.4340057,rough,fairway,59.59140015,F,,F,T,F,4.05452013
51174007,11116044,18,10/27/2017 9:41:54  PM ,Brooklawn CC,Dr,F,F,T,359.6180115,141.9519958,tee,rough,220.4349976,F,,F,T,F,11.56260014
18062382,4769566,4,2/18/2016 6:51:19  PM ,Seminole GC,Dr,T,F,F,402.4670105,169.1840057,tee,fairway,233.3329926,F,,F,F,T,3.352479935
12439699,1077518,2,8/30/2015 5:58:03  PM ,Westchester CC - West,Dr,F,T,F,403.644989,186.2149963,tee,rough,235.128006,F,,F,F,T,47.37260056
19621424,5472685,5,7/27/2016 5:18:04  PM ,Old Oaks CC,Dr,T,F,F,402.7739868,176.7689972,tee,fairway,227.7610016,F,,F,F,T,0.457020015
45036288,9739128,17,8/18/2017 5:25:52  PM ,The Apawamis Club,5i,F,F,T,286.1950073,138.4320068,rough,rough,148.0650024,F,,F,T,F,16.7859993
24259253,2852057,4,1/25/2016 3:00:03  PM ,Grand Cypress Resort - The New,Dr,F,F,T,327.9100037,89.45269775,tee,rough,247.0039978,F,,F,T,F,14.31340027
16163267,4905983,4,9/27/2014 1:23:01  PM ,Garden City GC,Dr,T,F,F,476.1199951,270.6000061,tee,fairway,208.0980072,T,,F,T,F,22.41729927
7419791,3124180,8,7/22/2015 5:24:00  PM ,Fairchild-Wheeler GC - Black,Dr,T,F,F,371.4859924,180.8730011,tee,fairway,193.3800049,T,,F,F,T,1.116009951
5784909,5824043,11,5/29/2015 4:39:02  PM ,Garden City GC,Dr,T,F,F,386.381012,136.375,tee,fairway,251.6569977,F,,F,T,F,7.414090157
56122116,12224211,9,2/15/2018 6:39:02  PM ,Tamarack CC - Temp Greens,Dr,T,F,F,288.1300049,76.75460052,tee,fairway,211.4559937,F,,F,F,T,6.823140144
23322161,487984,11,1/8/2015 11:51:02  PM ,Bears Best Las Vegas GC,Dr,F,F,T,240.8300018,50.52769852,tee,rough,208.0829926,T,,F,T,F,27.9095993
63344542,13839985,18,5/9/2018 1:13:25  PM ,Shinnecock Hills GC,4h,T,F,F,172.2109985,65.8030014,rough,fairway,117.4319992,F,,F,F,T,13.36909962
3202498,3690372,8,10/24/2015 4:44:03  PM ,St. Clair CC - Championship,Dr,F,T,F,464.5570068,261.1380005,tee,rough,205.8240051,F,,F,F,T,34.13100052
14705976,5527894,4,1/24/2016 6:27:03  AM ,E. Gaynor Brennan Muni GC,Dr,F,T,F,383.6640015,187.602005,tee,rough,211.5379944,F,,F,F,T,22.47540092
12821797,4478700,3,3/23/2016 9:33:05  PM ,Bali Hai GC,Dr,F,F,T,416.7810059,197.1950073,tee,sand,241.2960052,F,,F,T,F,29.45910072
49045425,10646645,1,9/28/2017 12:59:40  PM ,Streamsong Resort - Red,Dr,T,F,F,386.8890076,185.0130005,tee,fairway,204.423996,F,,F,F,T,21.88500023
21496212,1588972,6,6/30/2016 7:11:00  PM ,The Algonquin GC,Dr,F,F,T,333.5809937,93.90200043,tee,rough,240.2610016,F,T,F,T,F,29.4034996
8027219,5563142,8,5/8/2015 6:23:03  PM ,Sharon Heights Golf and CC,Dr,F,F,T,371.6879883,183.4420013,tee,sand,188.5460052,F,,F,T,F,14.14750004
12418106,466448,1,8/7/2015 1:41:00  PM ,Centennial GC of NY - Lakes/Fairways,Dr,T,F,F,449.1329956,222.3529968,tee,fairway,230.5090027,F,,F,F,T,5.837440014
52151537,11337608,15,11/15/2017 7:05:14  PM ,Jupiter Hills Club - Hills,Dr,F,T,F,287.9519958,176.3919983,tee,rough,209.246994,F,T,F,F,T,26.76810074
16220213,3687179,13,1/19/2017 5:29:03  PM ,Augusta National GC,Dr,F,T,F,347.7319946,188.4689941,tee,rough,234.3370056,F,,F,F,T,24.31719971
3064507,5288199,3,11/18/2015 7:01:05  PM ,The Olympic Club - Ocean,Dr,F,T,F,369.5809937,293.95401,tee,rough,76.28050232,F,T,F,F,T,23.13780022
21817787,1796059,2,7/7/2016 4:45:05  PM ,Winged Foot GC - West,Dr,T,F,F,333.2709961,72.13169861,tee,fairway,262.2850037,F,,F,F,T,9.858949661
24753432,5568823,15,7/22/2016 7:43:02  PM ,The Stanwich Club,Dr,T,F,F,364.2690125,138.2940063,tee,fairway,230.503006,F,,F,F,T,6.851560116
14739358,6284977,9,10/15/2016 1:38:05  PM ,Tamarack CC,Dr,F,T,F,346.2680054,126.7789993,tee,sand,222.1589966,F,,F,F,T,18.56690025
14583583,4483788,15,8/31/2016 7:16:05  PM ,Sunningdale CC,Pw,F,T,F,97.35769653,34.19680023,tee,green,113.4670029,F,,T,F,T,28.03149986
10677411,5113875,17,5/6/2016 4:47:04  PM ,Sawgrass CC - East/West,Dr,T,F,F,368.7009888,132.6880035,tee,fairway,236.6730042,F,,F,F,T,3.846999884
21508300,1332469,5,10/15/2014 4:53:03  PM ,Old Oaks CC,Dr,T,F,F,381.9020081,170.5099945,tee,fairway,214.2350006,F,,F,T,F,1.85055995
10890089,4743070,17,4/28/2016 6:50:03  PM ,The Ridgewood CC - East/West,Dr,T,F,F,490.9989929,335.67099,tee,fairway,182.7409973,F,,F,F,T,11.16460037
44352851,9605249,8,8/12/2017 6:37:22  PM ,Quaker Ridge GC,3w,T,F,F,303.7609863,99.81330109,tee,fairway,204.1860046,F,,F,F,T,13.50380039
56718342,12357729,10,2/28/2018 8:33:59  PM ,Seagate Country Club,Dr,F,F,T,391.0710144,160.5180054,tee,rough,234.8130035,F,,F,T,F,23.08359909
9313020,1729392,1,5/1/2015 4:42:00  PM ,Bulls Bridge GC,Dr,T,F,F,422.1589966,202.9579926,tee,fairway,236.8419952,F,,F,T,F,9.161689758
29193923,2959536,9,1/27/2017 7:23:01  PM ,Tranquilo Golf Club,Dr,T,F,F,405.9360046,218.697998,tee,fairway,221.6860046,F,,F,T,F,3.513010025
37673679,8099667,4,6/14/2017 8:49:57  PM ,The Apawamis Club,3h,F,F,T,291.2820129,153.2830048,tee,rough,139.8110046,F,,F,T,F,30.63389969
23053837,1227475,12,5/11/2015 10:30:00  PM ,Sterling Farms GC,8i,F,T,F,128.2480011,13.93039989,tee,rough,116.3899994,F,,F,F,T,7.753099918
51629231,11232855,16,11/4/2017 5:11:20  PM ,Allegheny CC,Dr,F,F,T,396.0889893,208.7630005,tee,rough,207.776001,F,,F,T,F,25.97360039
9296041,5966226,7,5/19/2015 9:56:01  PM ,Granite Links GC At Quarry Hills - Milton,Dr,F,F,T,255.4850006,26.98629951,tee,rough,228.6320038,F,,F,T,F,26.23180008
14490752,1599815,7,6/30/2014 11:35:03  PM ,Quicksilver GC,3w,T,F,F,538.802002,294.572998,tee,fairway,245.121994,F,,F,T,F,4.44408989
55668655,12117496,7,2/8/2018 9:59:20  PM ,Torrey Pines GC - North,Dr,F,F,T,268.0859985,22.69440079,tee,rough,245.3919983,F,,F,T,F,2.757790089
12904044,1427862,14,8/14/2014 10:51:04  PM ,Winged Foot GC - West,Dr,T,F,F,352.8439941,99.68859863,tee,fairway,258.3210144,F,,F,F,T,2.627130032
11984659,1270762,5,5/11/2016 4:49:01  PM ,Tamarack CC,Dr,F,F,T,503.0450134,306.4240112,tee,rough,216.6380005,F,,F,T,F,20.21290016
8588245,5750832,5,4/15/2015 11:32:03  PM ,The Crossings At Carlsbad,Dr,T,F,F,502.3880005,255.9400024,tee,fairway,256.6409912,F,,F,F,T,18.13310051
52132100,11337342,1,11/15/2017 7:14:43  PM ,Greenwich CC,Dr,T,F,F,279.1289978,128.4640045,tee,fairway,150.6649933,F,,F,T,F,6.853209972
5769847,5120163,2,2/26/2015 7:08:01  PM ,CC of Orlando,Dr,T,F,F,358.5599976,143.3950043,tee,fairway,216.2290039,F,,F,T,F,3.212490082
14541239,4351737,13,11/4/2016 8:42:03  PM ,Tamarack CC - Temp Greens,Dr,T,F,F,422.1419983,202.3170013,tee,fairway,221.5529938,F,,F,T,F,20.9843998
38404004,8258813,3,6/21/2017 12:15:35  PM ,Westchester CC - West,Dr,F,F,T,447.6090088,227.1620026,tee,rough,222.4199982,F,,F,T,F,25.94260025
14819782,4765453,4,11/5/2015 4:23:02  PM ,Great River GC,Dr,T,F,F,448.5799866,208.4349976,tee,fairway,240.1880035,F,,F,F,T,6.020100117
23953768,5693405,2,2/2/2016 1:51:01  PM ,McArthur GC,Dr,F,T,F,340.8439941,95.60569763,tee,rough,245.6360016,F,,F,F,T,13.40699959
16481155,3694920,11,5/6/2014 8:00:01  PM ,Oak Creek GC,Dr,F,T,F,313.7109985,132.3659973,tee,rough,211.0679932,T,,F,F,T,28.05489922
21718509,1899969,5,9/28/2014 7:51:00  PM ,Maple Moor GC,Dr,T,F,F,345.368988,140.6119995,tee,fairway,205.8710022,F,,F,F,T,13.06919956
6608633,2739225,18,6/10/2015 8:07:03  PM ,Village Club of Sands Point,Dr,T,F,F,323.9840088,81.61720276,tee,fairway,247.1660004,F,,F,T,F,9.378350258
12946868,1807046,12,8/19/2014 6:53:02  PM ,TPC of Boston At Great Woods,Dr,T,F,F,391.45401,181.2689972,tee,fairway,215.7810059,F,,F,F,T,13.02709961
5786810,1016079,11,3/8/2015 4:30:03  PM ,Hyatt Hill Country GC - Lakes/Creeks,Dr,T,F,F,282.3880005,112.7320023,tee,fairway,171.0249939,T,,F,T,F,3.619709969
59401564,12943751,11,4/7/2018 3:48:15  PM ,CC of New Canaan,Dr,T,F,F,279.1849976,93.91059875,tee,fairway,207.4700012,F,,F,T,F,4.768869877
51164151,11128896,6,10/27/2017 7:10:50  PM ,Brooklawn CC,3w,F,F,T,315.4769897,123.6869965,tee,rough,195.2640076,F,,F,T,F,18.33469963
18064085,5130027,15,2/18/2016 6:00:11  PM ,Seminole GC,Dr,T,F,F,429.5859985,254.1199951,tee,fairway,180.4140015,F,,F,F,T,19.30890083
19666696,676088,18,8/30/2015 9:51:04  PM ,Westchester CC - West,Dr,T,F,F,456.5379944,241.0160065,tee,fairway,216.7740021,F,,F,T,F,11.74199963
20123142,5479619,11,7/27/2016 2:35:04  PM ,Old Oaks CC,5i,T,F,F,296.9360046,132.7559967,tee,fairway,168.7429962,F,,F,T,F,5.27410984
45173551,9772702,4,8/18/2017 2:47:49  PM ,The Apawamis Club,3w,F,T,F,300.1140137,100.4029999,tee,rough,213.4140015,F,,F,F,T,22.90880013
23077274,2335911,6,1/25/2016 3:34:00  PM ,Grand Cypress Resort - The New,Dr,T,F,F,415.5559998,211.9940033,tee,fairway,213.7929993,F,,F,F,T,21.41559982
23326530,5772265,1,9/26/2014 6:11:01  PM ,Garden City GC,Dr,F,T,F,0,2340.629883,tee,rough,2340.629883,T,,T,F,T,159.9340057
5853552,3053905,6,7/22/2015 4:58:02  PM ,Fairchild-Wheeler GC - Black,Dr,T,F,F,401.6019897,193.7980042,tee,fairway,211.2160034,F,,F,T,F,7.069459915
8573874,5587665,13,5/25/2016 7:53:00  PM ,Garden City GC,Dr,T,F,F,482.9100037,245.5050049,tee,fairway,238.8439941,F,,F,T,F,19.20289993
56143839,12231188,8,2/15/2018 6:17:32  PM ,Tamarack CC - Temp Greens,Dr,T,F,F,322.4249878,125.7020035,tee,fairway,211.8220062,F,,F,F,T,10.77320004
21727467,862907,12,1/9/2015 12:05:03  AM ,Bears Best Las Vegas GC,Dr,F,F,T,421.9710083,184.3560028,tee,rough,238.2480011,F,,F,T,F,14.61800003
63403401,13838149,4,5/9/2018 2:05:51  PM ,Shinnecock Hills GC,3w,T,F,F,330.4060059,143.9869995,tee,fairway,207.3529968,F,,F,T,F,13.00650024
3022848,3680159,18,10/24/2015 6:55:03  PM ,St. Clair CC - Championship,Dr,F,T,F,504.730011,265.2720032,tee,rough,243.3849945,F,T,F,F,T,48.50559998
20071542,5580980,2,1/24/2016 6:27:01  AM ,E. Gaynor Brennan Muni GC,Dr,T,F,F,342.1000061,115.651001,tee,fairway,230.2089996,F,,F,F,T,12.34000015
11386446,4530400,5,3/23/2016 10:00:01  PM ,Bali Hai GC,Dr,T,F,F,357.3519897,88.16259766,tee,fairway,269.3450012,F,,F,T,F,12.74419975
49051381,10639573,11,9/28/2017 3:39:41  PM ,Streamsong Resort - Red,Dr,T,F,F,373.9769897,148.2590027,tee,fairway,237.5559998,F,,F,F,T,28.97879982
24747843,1508348,1,6/30/2016 6:14:05  PM ,The Algonquin GC,Dr,F,F,T,375.2980042,151.4839935,tee,rough,226.3450012,F,,F,T,F,18.1378994
8595253,5734704,12,5/8/2015 7:23:03  PM ,Sharon Heights Golf and CC,Dr,F,F,T,348.355011,149.9429932,tee,sand,214.7570038,F,,F,T,F,17.29750061
12402581,964905,15,8/7/2015 5:07:03  PM ,Centennial GC of NY - Lakes/Fairways,Dr,T,F,F,353.8559875,126.0889969,tee,fairway,234.8329926,F,,F,T,F,13.58199978
52154092,11336803,1,11/15/2017 3:54:08  PM ,Jupiter Hills Club - Hills,Dr,T,F,F,434.7810059,222.4230042,tee,fairway,237.5540009,F,,F,F,T,21.35239983
5136530,6083058,12,5/12/2015 12:45:03  PM ,Oak Hills Park GC,Dr,T,F,F,466.8370056,253.6470032,tee,fairway,219.2899933,F,,F,F,T,14.87349987
3092547,5492021,13,11/18/2015 9:27:00  PM ,The Olympic Club - Ocean,Dr,F,F,T,293.5889893,83.38359833,tee,sand,213.5149994,F,,F,T,F,31.8083992
24606457,1141303,4,7/7/2016 5:09:00  PM ,Winged Foot GC - West,Dr,F,T,F,382.3609924,173.1679993,tee,rough,226.5079956,F,,F,F,T,28.79339981
37307408,8008527,3,6/10/2017 5:35:25  PM ,The Stanwich Club,Dr,F,F,T,324.493988,128.9230042,tee,rough,204.0740051,F,T,F,T,F,44.39799881
14846923,3614506,11,10/21/2015 1:31:04  PM ,Tamarack CC,Dr,F,T,F,383.2319946,187.2920074,tee,rough,197.7100067,F,T,F,F,T,34.74079895
16180867,4478732,6,8/31/2016 5:08:02  PM ,Sunningdale CC,8i,F,F,T,152.2149963,19.85659981,tee,sand,171.7850037,F,,F,T,F,1.735129952
13539001,4277426,4,5/6/2016 1:48:05  PM ,Sawgrass CC - East/West,Dr,F,F,T,450.8980103,238.9320068,tee,rough,217.2420044,F,,F,T,F,17.52359962
23306799,5422925,5,10/15/2014 4:53:03  PM ,Old Oaks CC,Dr,T,F,F,396.54599,162.977005,tee,fairway,236.0859985,F,,F,F,T,2.797460079
12913705,4732041,14,4/28/2016 6:13:03  PM ,The Ridgewood CC - East/West,Dr,F,T,F,355.4909973,149.1239929,tee,rough,217.8860016,F,,F,F,T,35.37670135
44395727,9595512,3,8/12/2017 5:25:44  PM ,Quaker Ridge GC,3w,F,F,T,393.4360046,175.1759949,tee,rough,220.3289948,F,,F,T,F,24.27190018
56735164,12359026,18,2/28/2018 10:08:41  PM ,Seagate Country Club,Dr,F,T,F,374.4620056,149.9019928,tee,rough,224.628006,F,,F,F,T,13.34309959
9357117,2085874,5,5/1/2015 5:24:01  PM ,Bulls Bridge GC,Dr,T,F,F,350.3779907,124.689003,tee,fairway,233.0130005,F,,F,T,F,5.988100052
16703810,2961483,15,1/27/2017 8:53:01  PM ,Tranquilo Golf Club,4h,F,F,T,297.6849976,136.845993,tee,rough,179.772995,F,,F,T,F,31.61779976
37650510,8096239,15,6/14/2017 9:26:48  PM ,The Apawamis Club,Dr,F,T,F,372.8959961,123.1090012,tee,rough,252.3209991,F,,F,F,T,25.39489937
